evar69,evar66,product,units,segment.id,segment.name
51803,50042797,National Trust Moonlit Hare Christmas Cards Pack of 10,1,,
51804,30084948,Twig Hedgehog Christmas Tree Decoration,1,,
51804,50044617,Knitted Hat with Faux Fur Bobble Berry,1,,
51806,50036039,National Trust Thermal Mug Silver,2,,
51807,50001490,National Trust Kendal Mint Cake,1,,
51807,50034713,National Trust Somerset Mug,1,,
51807,50037397,National Trust Fragranced Gel Candle Fig and Oakmoss,1,,
51807,50042545,LED Glass Bauble,1,,
51807,50043926,National Trust Blue Spruce and Frosted Pine Fragranced Gel Candle,1,,
51808,50039263,National Trust Isle of Wight and Hampshire Cotton Tea Towel,4,,
51809,50037918,Organic Cotton Food Bag Medium,1,,
51810,50032340,Family With Two Adults Annual Gift Membership,1,,
51811,50022706,National Trust Book of Afternoon Tea,2,,
51811,50032342,Joint Annual Gift Membership,1,,
51811,50032855,The National Trust Book of Crumbles,1,,
51814,50044633,National Trust Men's Checked Scarf Lambswool Navy,1,,
51814,50045548,National Trust Fairisle Knit Hat Navy,1,,
51815,30067588,Bronze Frith Sculpture Howard Hare,1,,
51817,30085961,Steel Rain Chain Ornament,2,,
51818,500328611,National Trust Waxed Hat,1,,
51819,30056972,National Trust Illusion Throw Grey,2,,
51819,30076080,Bird Cage Tea Light Lantern,2,,
51819,50036794,National Trust Egg Cup Buckets Set of 4,2,,
51819,50037749,Coir and Rubber Door Mat Garden Tools,3,,
51819,50043930,National Trust Petworth Trailing Floral Porcelain Vase Small,1,,
51820,30067590,Bronze Frith Sculpture Large Sitting Hare,1,,
51821,30080944,National Trust Christmas Blessings Christmas Cards Pack of 10,4,,
51821,50029517,National Trust Moonlight Snowfall Christmas Card Pack of 10,1,,
51821,50042796,National Trust Berries and Foliage Christmas Cards Pack of 10,1,,
51822,30079240,National Trust Mini Flower Press,1,,
51822,50039092,Small Wonder Gift Garden Roses,1,,
51822,50045892,National Trust Silk Daisy Chain,1,,
51823,50043713,National Trust Cross Body Bag Barrington Navy,1,,
51824,50008382,National Trust Favourite Poems,1,,
51824,50042536,Ceramic Star Decoration White and Blue,1,,
51824,50043931,National Trust Petworth Trailing Floral Porcelain Vase Large,1,,
51825,50024288,National Trust The Chilterns Cotton Tea Towel,1,,
51826,300760791,Cast Iron Listening Mouse,1,,
51826,300760792,Cast Iron Talking Mouse,1,,
51827,50006791,National Trust Alex Clark Betty Dog Christmas Cards Pack of 10,1,,
51827,50028830,National Trust Birds on Branches Christmas Cards Pack of 10,1,,
51827,50042533,National Trust Jewel Partridge & Dove Christmas Cards Pack of 10 in 2 designs,1,,
51827,50042794,National Trust 'Wishing You a Happy Christmas' Christmas Cards Pack of 10,1,,
51827,50042797,National Trust Moonlit Hare Christmas Cards Pack of 10,1,,
51827,50049727,The Quick Roasting Tin: 30 Minute One Dish Dinners,1,,
51828,50008362,National Trust Fishbone Throw Seafoam Green,1,,
51829,50038522,Outdoor Slate Thermometer,1,,
51829,50038885,National Trust Landscapes Notecards pack of 8,1,,
51829,50042382,National Trust Annie Soudain Magnetic Shopper Pad,1,,
51829,50046073,National Trust Luxury Chocolate Shortbread Biscuits,2,,
51830,50042817,National Trust Family Organiser 2020,1,,
51832,50006791,National Trust Alex Clark Betty Dog Christmas Cards Pack of 10,1,,
51832,50028820,National Trust Moonlit Owl Christmas Cards Pack of 10,1,,
51832,50029515,National Trust Three Robins Christmas Card Pack 10,1,,
51832,50042795,National Trust Pheasant Christmas Cards Pack of 10,1,,
51832,50042797,National Trust Moonlit Hare Christmas Cards Pack of 10,1,,
51832,50042806,National Trust Large Value Pack Christmas Cards Pack of 30,1,,
51833,30076947,National Trust Fishbone Throw Blue,2,,
51834,30085963,Heart and Bird Steel Windchime,2,,
51835,50045677,National Trust Karabiner Multitool,1,,
51836,30091796,National Trust Cornwall Cotton Tea Towel,1,,
51836,50034702,National Trust Wiltshire Cotton Tea Towel,1,,
51837,50025708,Sherlock Holmes Cunning Puzzles,1,,
51837,50042817,National Trust Family Organiser 2020,1,,
51838,50006791,National Trust Alex Clark Betty Dog Christmas Cards Pack of 10,4,,
51839,50022706,National Trust Book of Afternoon Tea,1,,
51839,500446201,Suede Gloves Brown,1,,
51840,50028820,National Trust Moonlit Owl Christmas Cards Pack of 10,1,,
51840,50029515,National Trust Three Robins Christmas Card Pack 10,1,,
51840,50042804,National Trust Photographic Year Planner 2020,1,,
51840,50042806,National Trust Large Value Pack Christmas Cards Pack of 30,1,,
51842,50022707,National Trust How To Read The Weather,2,,
51842,50023352,Bronze Frith Sculpture Garden Bird,1,,
51842,50023680,National Trust Ladybird Tower,1,,
51842,50024727,National Trust Nature Origami,1,,
51842,50031259,Ceramic Windowsill Herb Kit,1,,
51842,50031962,Dog Toy - Crinkler,1,,
51842,50038372,National Trust Apple Lemon and Fennel Cordial,1,,
51842,50038874,National Trust Comfort Food,1,,
51842,50043930,National Trust Petworth Trailing Floral Porcelain Vase Small,1,,
51842,50043943,National Trust Petworth Trailing Floral Milk Jug,1,,
51842,50044644,National Trust Christmas Condiment Collection,1,,
51842,50049727,The Quick Roasting Tin: 30 Minute One Dish Dinners,1,,
51843,30019858,National Trust Recycled Woollen Rug,1,,
51843,50033379,Bronte By Moon Scarf Farne Island,1,,
51843,50036992,National Trust Dry Gin,1,,
51843,50037765,National Trust Plain Basket Weave Scarf Green,1,,
51843,50043344,Outdoor Rounders Set,1,,
51844,30094770,National Trust Bronze Frith Sculpture Honey Lying Hare,1,,
51845,50007683,National Trust Yorkshire Cotton Tea Towel,1,,
51845,50045472,Morris and Co medium bag Strawberry Thief,1,,
51846,50001513,National Trust Passionfruit Curd,1,,
51846,50039065,Nature Fun Pocket Swing,1,,
51846,50044643,National Trust Christmas Chilli Gift Set,2,,
51848,50025363,William Morris Lily Ecoffee cup,1,,
51848,50028820,National Trust Moonlit Owl Christmas Cards Pack of 10,1,,
51848,50042534,National Trust Snowy Forest Christmas Cards Pack of 10,1,,
51848,50042802,National Trust Robin Christmas Cards Pack of 10,1,,
51848,50042807,National Trust Garden Christmas Cards Pack of 10,1,,
51850,30056972,National Trust Illusion Throw Grey,1,,
51850,30093258,Stars Garland Origami Kit,1,,
51850,50006194,National Trust Leather Gloves Navy,1,,
51851,,"Bread Bees Wrap 17"" x 23""1",13,,
51851,30076947,National Trust Fishbone Throw Blue,1,,
51851,30078176,Deluxe Extra Soft Gardening Gloves Medium,1,,
51851,50001483,National Trust Clotted Cream Fudge,1,,
51851,50042811,National Trust Midnight Sky Christmas Roll Wrap 3m,1,,
51851,50042837,National Trust Knightshayes Midnight Sky Cocktail Napkin pack of 20,1,,
51851,50043568,National Trust Kentish Red Ale,1,,
51851,50044649,National Trust Fudge Platter Collection,1,,
51851,50045469,Morris and Co Tag Pack x 6 Strawberry Thief,1,,
51851,50045560,National Trust Christmas Pudding Flavour Truffles,1,,
51852,50006791,National Trust Alex Clark Betty Dog Christmas Cards Pack of 10,1,,
51852,50028820,National Trust Moonlit Owl Christmas Cards Pack of 10,1,,
51853,50042817,National Trust Family Organiser 2020,1,,
51854,50043934,National Trust Petworth Trailing Floral Lunch Napkins pack of 20,1,,
51854,50043939,Petworth Trailing Floral Cake Forks,1,,
51855,30078176,Deluxe Extra Soft Gardening Gloves Medium,1,,
51857,30019858,National Trust Recycled Woollen Rug,1,,
51857,50031180,Acorn Door Wedge Oak,1,,
51857,50038409,Red Cedar Moth Balls,4,,
51858,50038871,National Trust Sutton Lane Meadows Gardening Gloves,1,,
51859,30085963,Heart and Bird Steel Windchime,1,,
51859,50031156,Silver Tree Tealight Holder Large,2,,
51859,50044359,National Trust Fig Tree Tea Lights Set of 9,2,,
51859,50047382,National Trust Taste of Christmas Hamper,2,,
51861,50006791,National Trust Alex Clark Betty Dog Christmas Cards Pack of 10,3,,
51861,50028820,National Trust Moonlit Owl Christmas Cards Pack of 10,3,,
51862,30067588,Bronze Frith Sculpture Howard Hare,1,,
51863,50035698,National Trust Alfriston Medium Jute Bag,2,,
51864,50043713,National Trust Cross Body Bag Barrington Navy,1,,
51865,50022696,Plant Stake Triple Poppy Seed Heads,1,,
51866,50042817,National Trust Family Organiser 2020,3,,
51867,50039269,National Trust Heart of England Mug,1,,
51869,50024727,National Trust Nature Origami,1,,
51869,50031304,Wool Mouse Nativity Set,1,,
51869,50038780,Christmas Magic Painting book,1,,
51869,50038819,Snow In The Garden: A First Book Of Christmas,1,,
51869,50046570,National Trust Scrap Book,2,,
51870,500469271,National Trust Jack Wolfskin Men's Dyffryn Fleece Moss,1,,
51871,30085961,Steel Rain Chain Ornament,1,,
51873,50039098,Small Wonder Gift Red Squirrel,1,,
51875,50024725,National Trust: Complete Minibeast Explorer's Kit,10,,
51876,50006791,National Trust Alex Clark Betty Dog Christmas Cards Pack of 10,1,,
51876,50028820,National Trust Moonlit Owl Christmas Cards Pack of 10,1,,
51877,50035700,National Trust Alfriston Single Bottle Jute Bag,10,,
51878,50043339,National Trust Gardens Calendar 2020,1,,
51879,50040423,National Trust Book of Mindfulness,1,,
51880,500446141,Waxed Flat Cap,1,,
51881,500456801,National Trust Hiking Socks Grey,1,,
51881,500456811,National Trust Hiking Socks Navy,1,,
51882,50001510,Gooseberry and Elderflower Jam,1,,
51882,50001514,National Trust Rhubarb and Ginger Jam,2,,
51882,50023365,National Trust Sour Cherry Curd,1,,
51882,50023366,National Trust Lemon Curd,1,,
51882,50023367,National Trust Salted Caramel Spread,1,,
51882,50023368,National Trust Blood Orange Marmalade,1,,
51882,50043571,National Trust St Clements Curd,1,,
51882,50043595,National Trust Christmas Day Pickle,1,,
51883,50001514,National Trust Rhubarb and Ginger Jam,1,,
51883,50023366,National Trust Lemon Curd,1,,
51883,50023367,National Trust Salted Caramel Spread,1,,
51883,50023368,National Trust Blood Orange Marmalade,1,,
51883,50044645,National Trust Toffee Apple Curd,1,,
51884,50044783,National Trust  Petworth Trailing Floral Pot Holder,4,,
51885,50043339,National Trust Gardens Calendar 2020,2,,
51886,50028820,National Trust Moonlit Owl Christmas Cards Pack of 10,2,,
51887,50036045,National Trust Ultra Umbrella Compact Navy,1,,
51888,30076947,National Trust Fishbone Throw Blue,1,,
51888,500377581,National Trust Day Tripper Socks Mustard,2,,
51889,500443491,National Trust Adventurer Hat Olive,1,,
51890,50006791,National Trust Alex Clark Betty Dog Christmas Cards Pack of 10,1,,
51890,50028820,National Trust Moonlit Owl Christmas Cards Pack of 10,1,,
51890,50028834,National Trust Holly and Ivy Christmas Cards Pack of 10,1,,
51890,50042797,National Trust Moonlit Hare Christmas Cards Pack of 10,2,,
51892,30080944,National Trust Christmas Blessings Christmas Cards Pack of 10,5,,
51893,50032340,Family With Two Adults Annual Gift Membership,1,,
51895,50043704,National Trust Scarf Petworth Trailing Floral Navy,1,,
51896,50038893,Rusty Snail Sculpture,1,,
51896,50039182,Waterproof Backed Herringbone Rug Assorted,1,,
51897,50007696,William Morris Strawberry Thief Ecoffee Cup,1,,
51897,50024448,Salted Caramel Fudge Grab Bag,1,,
51897,50037921,Organic Cotton Big Waffle Wash Cloth White,1,,
51897,50043570,National Trust Rhubarb and Ginger Gin Liqueur 350ml,1,,
51897,50043731,National Trust Exclusive Christmas Biscuit Tin,2,,
51897,50045652,Morris and Co Strawberry Thief Fabric Notebook,1,,
51897,50045656,National Trust Raspberry-mint and Elderflower Gin Pack,1,,
51898,50033527,Reduced Sugar Harvest Jam,2,,
51899,50028820,National Trust Moonlit Owl Christmas Cards Pack of 10,1,,
51899,50028833,National Trust Cat in Snow Christmas Cards Pack of 10,2,,
51900,50028390,Outdoor Gothic Metal Mirror,1,,
51901,50042809,National Trust Lucy Grossmith Countryside Calendar 2020,1,,
51901,50043339,National Trust Gardens Calendar 2020,1,,
51902,30072489,Wildlife Bat Box Stourhead Collection,1,,
51902,50041886,National Trust Stourhead,1,,
51903,30076217,Tall Nest Pocket,2,,
51903,50042375,National Trust Robert Gillmor Sunset Birds Bookmarks Pack of 3,1,,
51904,50043338,National Trust Waterscapes Calendar 2020,1,,
51904,50043339,National Trust Gardens Calendar 2020,3,,
51905,50023984,National Trust Speke Hall Guidebook,1,,
51906,50006791,National Trust Alex Clark Betty Dog Christmas Cards Pack of 10,1,,
51906,50028833,National Trust Cat in Snow Christmas Cards Pack of 10,1,,
51906,50042535,National Trust Sheep In Snow Christmas Cards Pack of 10,3,,
51907,50036906,National Trust Pocket Optic Rubber Binoculars,1,,
51908,50042817,National Trust Family Organiser 2020,1,,
51911,50043570,National Trust Rhubarb and Ginger Gin Liqueur 350ml,2,,
51912,50042376,National Trust Robert Gillmor Sunset Birds Mini Notecards Pack of 20,1,,
51913,50006791,National Trust Alex Clark Betty Dog Christmas Cards Pack of 10,2,,
51913,50028834,National Trust Holly and Ivy Christmas Cards Pack of 10,1,,
51913,50029515,National Trust Three Robins Christmas Card Pack 10,1,,
51913,50042797,National Trust Moonlit Hare Christmas Cards Pack of 10,1,,
51914,30087413,Gardens of the National Trust,1,,
51914,50001438,Houses of the National Trust,1,,
51915,50023731,Garlic Pickle with Nigella Seeds,1,,
51915,50043731,National Trust Exclusive Christmas Biscuit Tin,1,,
51915,50044645,National Trust Toffee Apple Curd,1,,
51916,50031185,National Trust Herringbone Throw Petrol Blue,1,,
51916,50043723,National Trust Milk Chocolate Marc de Champagne Truffles,1,,
51917,50029522,National Trust Christmas Tissue Paper,5,,
51918,300760791,Cast Iron Listening Mouse,1,,
51918,50008367,Acorn Bird Feeder with 200g Nuts,1,,
51919,50006791,National Trust Alex Clark Betty Dog Christmas Cards Pack of 10,1,,
51919,50042797,National Trust Moonlit Hare Christmas Cards Pack of 10,1,,
51919,50042803,National Trust Mistletoe Hare Christmas Cards Pack of 10,1,,
51919,50044355,Recycled Packable Shopper Alfriston Clergy House Oak Leaf Blue,1,,
51919,50044356,Recycled Packable Shopper Alfriston Clergy House Oak Leaf Khaki,1,,
51919,50044357,Recycled Packable Shopper Alfriston Clergy House Oak Leaf Coral,1,,
51920,50042806,National Trust Large Value Pack Christmas Cards Pack of 30,1,,
51921,30093875,White Egret Metal Sculpture,1,,
51922,50038887,National Trust Garden Notecards pack of 8,2,,
51923,50029532,Red Squirrel Soft Toy Small,1,,
51924,50032340,Family With Two Adults Annual Gift Membership,1,,
51925,30056972,National Trust Illusion Throw Grey,2,,
51926,50031185,National Trust Herringbone Throw Petrol Blue,1,,
51927,50008002,Rotary Trees Tea Light Candle Holder,1,,
51927,50028820,National Trust Moonlit Owl Christmas Cards Pack of 10,1,,
51927,50042797,National Trust Moonlit Hare Christmas Cards Pack of 10,1,,
51927,50043453,Metal Snowman Figure,1,,
51927,50043454,Metal Reindeer Figure,1,,
51927,50043455,Metal Santa Figure,1,,
51928,50036906,National Trust Pocket Optic Rubber Binoculars,1,,
51929,50046278,Love Scarlet Silver Acorn and Brass Leaf Necklace,1,,
51931,50042811,National Trust Midnight Sky Christmas Roll Wrap 3m,3,,
51932,50028820,National Trust Moonlit Owl Christmas Cards Pack of 10,2,,
51932,50042806,National Trust Large Value Pack Christmas Cards Pack of 30,1,,
51933,50028820,National Trust Moonlit Owl Christmas Cards Pack of 10,1,,
51933,50029517,National Trust Moonlight Snowfall Christmas Card Pack of 10,1,,
51933,50044359,National Trust Fig Tree Tea Lights Set of 9,1,,
51934,50022759,Bees Wraps Set of 3,2,,
51934,50039094,Small Wonder Gift Bumblebees,2,,
51935,50008362,National Trust Fishbone Throw Seafoam Green,1,,
51936,50008362,National Trust Fishbone Throw Seafoam Green,1,,
51937,50006194,National Trust Leather Gloves Navy,1,,
51938,50006791,National Trust Alex Clark Betty Dog Christmas Cards Pack of 10,2,,
51938,50028820,National Trust Moonlit Owl Christmas Cards Pack of 10,1,,
51938,50042797,National Trust Moonlit Hare Christmas Cards Pack of 10,1,,
51939,50044656,National Trust Knightshayes Floral Trail Mug,1,,
51940,50045659,Julie Bailey Square Petal Stud Earrings,1,,
51941,50028820,National Trust Moonlit Owl Christmas Cards Pack of 10,1,,
51943,50006791,National Trust Alex Clark Betty Dog Christmas Cards Pack of 10,4,,
51944,50042817,National Trust Family Organiser 2020,3,,
51945,50035846,National Trust Top Trumps,1,,
51946,50006791,National Trust Alex Clark Betty Dog Christmas Cards Pack of 10,3,,
51946,50028836,National Trust Berry Wreath Christmas Card Pack of 10,1,,
51946,50042796,National Trust Berries and Foliage Christmas Cards Pack of 10,1,,
51946,50042801,National Trust Stag in a Snowstorm Christmas Cards Pack of 10,1,,
51947,50042798,National Trust Slim Chart Diary 2020,1,,
51949,50031304,Wool Mouse Nativity Set,1,,
51950,50001879,Ginger Dark Chocolate Bar,1,,
51950,50033529,National Trust Stem Ginger Biscuits,1,,
51950,50038378,National Trust Rum and Raisin Fudge Grab Bag,2,,
51950,50043725,National Trust Stem Ginger in Dark Chocolate Bar,1,,
51950,50043731,National Trust Exclusive Christmas Biscuit Tin,1,,
51950,50043926,National Trust Blue Spruce and Frosted Pine Fragranced Gel Candle,2,,
51950,50044649,National Trust Fudge Platter Collection,1,,
51950,50045560,National Trust Christmas Pudding Flavour Truffles,2,,
51951,30080944,National Trust Christmas Blessings Christmas Cards Pack of 10,2,,
51951,50028834,National Trust Holly and Ivy Christmas Cards Pack of 10,1,,
51951,50042534,National Trust Snowy Forest Christmas Cards Pack of 10,6,,
51951,50043454,Metal Reindeer Figure,1,,
51951,50043455,Metal Santa Figure,1,,
